,title,text,time,image,country,3let,countrycode
0," ΣΥΡΙΖΑ: Αν η ΝΔ είχε ακούσει τις προτάσεις μας, ο Τουρισμός θα βρισκόταν σε καλύτερη κατάσταση ","Όπως αναφέρει ο ΣΥΡΙΖΑ - ΠΣ ""οι προτάσεις μας αφορούν ένα γενναίο πρόγραμμα εσωτερικού τουρισμού με την επιδότηση εργαζομένων και ανέργων"".",2021-01-22 20:20:00,https://www.news247.gr/img/613/9119961/443000/w140/140/siriza.jpg,ελλάδα,,GR
1, Χωρίς δασμούς τα εμπορεύματα καταγωγής Ην. Βασιλείου – Πότε υπάρχει και απαλλαγή ΦΠΑ ,Τι ισχύει με βάση τις νέες οδηγίες και διευκρινίσεις για τον εκτελωνισμό προϊόντων από Ηνωμένο Βασίλειο. Η κοινή ανακοίνωση ΥΠΕΞ και ΑΑΔΕ.,2021-01-22 20:09:00,https://www.news247.gr/img/2256/9119954/914000/w140/140/uk.jpg,ελλάδα,,GR
2, Nord Stream 2: Ρωσικά πλοία τοποθέτησης του αγωγού καταπλέουν για επανέναρξη των εργασιών ,"Σύμφωνα με ιστοσελίδα παρακολούθησης πλοίων, η ρωσική φορτηγίδα τοποθέτησης αγωγών Fortuna που θα τοποθετήσει τμήμα του Nord Stream-2 στα ύδατα της ΑΟΖ της Δανίας, βρίσκεται εκεί.",2021-01-22 20:00:00,https://www.news247.gr/img/5900/9119929/198000/w140/140/nord_stream-2_.jpg,ελλάδα,,GR
3, Θεσσαλονίκη: Μεγάλος συνωστισμός σε εμβολιαστικό κέντρο ,Για τουλάχιστον δύο ώρες ανέμεναν ηλικιωμένοι (κάποιοι και όρθιοι) στο νοσοκομείο Άγ. Δημήτριος για να κάνουν το εμβόλιο - Ασφυκτικά γεμάτη η αίθουσα.,2021-01-22 19:50:00,https://www.news247.gr/img/3112/9119932/421000/w140/140/download_(5).jpg,ελλάδα,,GR
4, Σουηδία - Εμβόλιο κορονοϊού: Χορηγήθηκαν δόσεις που φυλάχθηκαν σε λάθος θερμοκρασία ,"Χίλιοι υγειονομικοί εμβολιάστηκαν στην Σουηδία με δόσεις εμβολίου κατά του νέου κορονοϊού, οι οποίες μεταφέρθηκαν σε πάρα πολύ χαμηλές θερμοκρασίες που δεν είναι οι προβλεπόμενες. ",2021-01-22 19:29:00,https://www.news247.gr/img/2771/9110539/200000/w140/140/covid.jpg,σουηδία,,SE
5, Twitter: Ανέστειλε λογαριασμό που συνδεόταν με τον ανώτατο πνευματικό ηγέτη του Ιράν ,"Το Twitter ανέστειλε ""ψεύτικο"" λογαριασμό που κοινοποίησε φωτογραφία με φιγούρα όμοια του Ντόναλντ Τραμπ να παίζει γκόλφ και να στοχοτετείται από ένα drone. Έγινε retweet από τον ανώτατο πνευματικό ηγέτη του Ιράν.",2021-01-22 19:29:00,https://www.news247.gr/img/4521/7598981/447000/w140/140/seyed_ali_hosseini_khamenei.jpg,ιράν,,IR
6, ΗΠΑ: Ο πρώτος Αφροαμερικανός στην ιστορία που αναλαμβάνει επικεφαλής του Πενταγώνου ,Ο Λόιντ Όστιν είναι ο πρώτος Αφροαμερικανός στην ιστορία των ΗΠΑ που αναλαμβάνει επικεφαλής του Πενταγώνου. Ο διορισμός του εγκρίθηκε με 90 ψήφους υπέρ έναντι 2 κατά.,2021-01-22 19:15:00,https://www.news247.gr/img/2238/9119902/499000/w140/140/lloyd_austin.jpg,ελλάδα,,GR
7, ΠΑΣΟΚ: Ο Μπέρνι Σάντερς στην ιδρυτική διακήρυξη του κόμματος ,"Ο Αμερικανός πολιτικός που έχει γίνει viral με το μπουφάν και τα γάντια, ήταν ""παρών"" και στην ιδρυτική διακήρυξη του ΠΑΣΟΚ, σύμφωνα με το ίδιο το κόμμα. ",2021-01-22 19:08:00,https://www.news247.gr/img/9470/9119901/196000/w140/140/pasok220121.jpg,ελλάδα,,GR
8, Οικολόγοι Πράσινοι για κυνήγι: Σταδιακή μείωση μέχρι την πλήρη απαγόρευση ,Σταδιακή μείωση του κυνηγιού μέχρι να δημιουργηθούν οι κατάλληλες συνθήκες στην κοινωνία για την πλήρη απαγόρευσή του προτείνουν οι Οικολόγοι Πράσινοι σε ανακοίνωσή τους.,2021-01-22 18:57:00,https://www.news247.gr/img/7108/7673175/781000/w140/140/oikologoi.jpg,ελλάδα,,GR
9, Η AstraZeneca ενδέχεται να μην παραδώσει στην Ε.Ε. τον συμφωνημένο αριθμό εμβολίων ,"Σύμφωνα με πληροφορίες που επικαλούνται αυστριακά ΜΜΕ, η AstraZeneca ενδέχεται να παραδώσει λιγότερα από τα συμφωνηθέντα εμβόλια στην Ε.Ε., λόγω της καθυστερημένης ημερομηνίας έγκρισής τους.",2021-01-22 18:57:00,https://www.news247.gr/img/6261/9077685/671000/w140/140/astrazeneca.jpg,ελλάδα,,GR
10, Χαρδαλιάς: Από 1η Φεβρουαρίου ανοίγουν καταστήματα ΟΠΑΠ - Επιτρέπονται 2 άτομα σε ταξί ,Παρατείνονται για μια εβδομάδα τα περιοριστικά μέτρα - Παράταση της απαγόρευσης για ψάρεμα και κυνήγι - Επιτρέπεται και δεύτερος επιβάτης στα ταξί. ,2021-01-22 18:39:00,https://www.news247.gr/img/4387/9119893/629000/w140/140/taxi.jpg,ελλάδα,,GR
